-1.	-0.16542114370020114
-0.999	-0.15993161512144233
-0.998	-0.15582695547478317
-0.997	-0.15224411589849954
-0.996	-0.1489996436784691
-0.995	-0.14600640963670877
-0.994	-0.14321309472626503
-0.993	-0.14058578814356465
-0.992	-0.1381003873332224
-0.991	-0.13573887016350483
-0.99	-0.13348724729125377
-0.989	-0.13133434254039247
-0.988	-0.1292710206584551
-0.987	-0.12728967433136507
-0.986	-0.12538386998345705
-0.985	-0.12354809529035898
-0.984	-0.12177757431474373
-0.983	-0.1200681290328728
-0.982	-0.11841607355104186
-0.981	-0.11681813189824204
-0.98	-0.11527137317092924
-0.979	-0.1137731596789605
-0.978	-0.11232110498946211
-0.977	-0.1109130396135051
-0.976	-0.10954698267078004
-0.975	-0.10822111828427733
-0.974	-0.10693377575734164
-0.973	-0.10568341280448734
-0.972	-0.10446860126960589
-0.971	-0.10328801488685392
-0.97	-0.10214041873136048
-0.969	-0.10102466007803941
-0.968	-0.0999396604409268
-0.967	-0.0988844086084761
-0.966	-0.09785795452379646
-0.965	-0.09685940388533715
-0.964	-0.09588791336514937
-0.963	-0.09494268635877107
-0.962	-0.09402296919491367
-0.961	-0.09312804774433465
-0.96	-0.09225724437674139
-0.959	-0.0914099152221683
-0.958	-0.09058544769967346
-0.957	-0.0897832582815051
-0.956	-0.08900279046535144
-0.955	-0.08824351293104944
-0.954	-0.08750491786112743
-0.953	-0.08678651940754167
-0.952	-0.08608785228890037
-0.951	-0.08540847050464087
-0.95	-0.08474794615420757
-0.949	-0.0841058683507161
-0.948	-0.08348184221986539
-0.947	-0.08287548797589042
-0.946	-0.08228644006725218
-0.945	-0.08171434638562021
-0.944	-0.08115886753241101
-0.943	-0.0806196761377614
-0.942	-0.08009645622726354
-0.941	-0.07958890263235985
-0.94	-0.07909672044082662
-0.9390000000000001	-0.0786196244837733
-0.938	-0.07815733885636196
-0.937	-0.07770959646943093
-0.9359999999999999	-0.07727613862963684
-0.935	-0.07685671464573485
-0.9339999999999999	-0.07645108145921811
-0.933	-0.07605900329727278
-0.9319999999999999	-0.07568025134646048
-0.931	-0.07531460344561773
-0.9299999999999999	-0.07496184379655184
-0.929	-0.07462176269129087
-0.9279999999999999	-0.0742941562546424
-0.927	-0.0739788262011216
-0.926	-0.07367557960518972
-0.925	-0.07338422868385391
-0.924	-0.07310459059095571
-0.923	-0.07283648722219811
-0.922	-0.07257974503036933
-0.921	-0.07233419485000793
-0.92	-0.07209967173093851
-0.919	-0.0718760147801786
-0.918	-0.07166306701159046
-0.917	-0.07146067520291857
-0.916	-0.07126868975967408
-0.915	-0.07108696458555824
-0.914	-0.0709153569589046
-0.913	-0.07075372741495592
-0.912	-0.07060193963347625
-0.911	-0.07045986033151957
-0.91	-0.07032735916101156
-0.909	-0.07020430861084877
-0.908	-0.07009058391335311
-0.907	-0.06998606295475905
-0.906	-0.06989062618954966
-0.905	-0.0698041565584693
-0.904	-0.06972653940993308
-0.903	-0.06965766242477099
-0.902	-0.06959741554402413
-0.901	-0.06954569089975164
-0.9	-0.06950238274854023
-0.899	-0.06946738740776136
-0.898	-0.06944060319428152
-0.897	-0.06942193036568682
-0.896	-0.069411271063592
-0.895	-0.06940852925937058
-0.894	-0.06941361070176086
-0.893	-0.0694264228665248
-0.892	-0.06944687490803207
-0.891	-0.06947487761251465
-0.89	-0.06951034335317795
-0.889	-0.06955318604684742
-0.888	-0.06960332111218896
-0.887	-0.0696606654294692
-0.886	-0.06972513730168937
-0.885	-0.06979665641710422
-0.884	-0.06987514381305854
-0.883	-0.06996052184100808
-0.882	-0.0700527141328388
-0.881	-0.07015164556823753
-0.88	-0.07025724224318732
-0.879	-0.07036943143951477
-0.878	-0.07048814159548823
-0.877	-0.07061330227726581
-0.876	-0.07074484415139302
-0.875	-0.07088269895813051
-0.874	-0.07102679948561184
-0.873	-0.07117707954490404
-0.872	-0.07133347394572705
-0.871	-0.07149591847306479
-0.87	-0.07166434986440323
-0.869	-0.07183870578772933
-0.868	-0.07201892482015611
-0.867	-0.07220494642723592
-0.866	-0.07239671094284511
-0.865	-0.07259415954974816
-0.864	-0.07279723426063026
-0.863	-0.07300587789978782
-0.862	-0.07322003408528673
-0.861	-0.07343964721167638
-0.86	-0.07366466243317311
-0.859	-0.07389502564734006
-0.858	-0.07413068347923622
-0.857	-0.07437158326598582
-0.856	-0.0746176730417908
-0.855	-0.07486890152337286
-0.854	-0.07512521809580508
-0.853	-0.07538657279873837
-0.852	-0.07565291631297447
-0.851	-0.07592419994743199
-0.85	-0.07620037562647532
-0.849	-0.07648139587752471
-0.848	-0.07676721381905009
-0.847	-0.0770577831488384
-0.846	-0.07735305813262422
-0.845	-0.07765299359294046
-0.844	-0.07795754489829433
-0.843	-0.07826666795264972
-0.842	-0.0785803191851325
-0.841	-0.07889845554000756
-0.84	-0.07922103446689886
-0.839	-0.07954801391129851
-0.838	-0.07987935230524985
-0.837	-0.08021500855830004
-0.836	-0.08055494204867039
-0.835	-0.08089911261461026
-0.834	-0.08124748054601143
-0.833	-0.08160000657618136
-0.832	-0.08195665187383354
-0.831	-0.08231737803525443
-0.83	-0.0826821470766731
-0.829	-0.08305092142680821
-0.828	-0.0834236639195636
-0.827	-0.08380033778691727
-0.826	-0.08418090665196712
-0.825	-0.08456533452217191
-0.8240000000000001	-0.08495358578263841
-0.823	-0.08534562518970501
-0.8220000000000001	-0.08574141786454904
-0.821	-0.08614092928703818
-0.8200000000000001	-0.08654412528961157
-0.819	-0.08695097205139943
-0.8180000000000001	-0.08736143609238842
-0.817	-0.08777548426778099
-0.8160000000000001	-0.08819308376243945
-0.815	-0.08861420208544289
-0.8140000000000001	-0.08903880706481368
-0.813	-0.0894668668422924
-0.812	-0.08989834986825099
-0.8109999999999999	-0.09033322489672581
-0.81	-0.09077146098057558
-0.8089999999999999	-0.0912130274666384
-0.808	-0.09165789399113512
-0.8069999999999999	-0.09210603047505256
-0.806	-0.09255740711967365
-0.8049999999999999	-0.09301199440218524
-0.804	-0.09346976307141781
-0.8029999999999999	-0.09393068414357367
-0.802	-0.09439472889814643
