0.140000 0.146959 0.132501
0.130000 0.148413 0.126249
0.120000 0.149645 0.120615
0.110000 0.150672 0.115665
0.100000 0.151512 0.111464
0.095000 0.151868 0.109660
0.090000 0.152184 0.108062
0.085000 0.152462 0.106662
0.080000 0.152706 0.105468
0.075000 0.152919 0.104471
0.070000 0.153102 0.103672
0.065000 0.153259 0.103055
0.060000 0.153394 0.102610
0.055000 0.153509 0.102321
0.050000 0.153608 0.102173
0.045000 0.153693 0.102132
0.040000 0.153768 0.102190
0.035000 0.153834 0.102313
0.030000 0.153891 0.102478
0.025000 0.153939 0.102651
0.020000 0.153976 0.102799
0.013000 0.154002 0.102915
0.003000 0.154005 0.102931
0.001000 0.154005 0.102931
