0.000980 0.150683 0.151272
0.002940 0.150688 0.150951
0.004900 0.150697 0.150366
0.006860 0.150711 0.149559
0.008820 0.150728 0.148595
0.010780 0.150748 0.147533
0.012740 0.150772 0.146396
0.014700 0.150798 0.145218
0.016660 0.150827 0.144007
0.018620 0.150858 0.142797
0.020580 0.150890 0.141578
0.030380 0.151075 0.135631
0.040180 0.151283 0.130129
0.049980 0.151507 0.125096
0.059780 0.151742 0.120475
0.069580 0.151984 0.116225
0.079380 0.152231 0.112280
0.089180 0.152480 0.108590
0.098980 0.152732 0.105130
0.108780 0.152995 0.101918
0.118580 0.153265 0.098903
0.128380 0.153539 0.096070
0.138180 0.153807 0.093352
0.147980 0.154068 0.090716
0.157780 0.154322 0.088171
0.167580 0.154571 0.085700
0.177380 0.154813 0.083295
0.187180 0.155051 0.080958
0.196980 0.155289 0.078701
0.206780 0.155543 0.076613
0.216580 0.155811 0.074689
0.226380 0.156091 0.072914
0.236180 0.156381 0.071284
0.245980 0.156680 0.069784
0.255780 0.156986 0.068413
0.265580 0.157297 0.067157
0.275380 0.157612 0.066000
0.285180 0.157929 0.064937
0.294980 0.158248 0.063965
0.304780 0.158568 0.063080
0.314580 0.158889 0.062281
0.324380 0.159210 0.061560
0.334180 0.159533 0.060922
0.343980 0.159856 0.060358
0.353780 0.160179 0.059872
0.363580 0.160502 0.059456
0.373380 0.160826 0.059114
0.383180 0.161149 0.058838
