0.010000 	 -0.139057 
0.020000 	 -0.140923 
0.030000 	 -0.144064 
0.040000 	 -0.148410 
0.050000 	 -0.153770 
0.060000 	 -0.159855 
0.070000 	 -0.166259 
0.080000 	 -0.174237 
0.090000 	 -0.183552 
0.100000 	 -0.188994 
0.110000 	 -0.192842 
0.120000 	 -0.197631 
0.130000 	 -0.201772 
0.140000 	 -0.204370 
0.150000 	 -0.204081 
0.160000 	 -0.199713 
0.170000 	 -0.190022 
0.180000 	 -0.173685 
0.190000 	 -0.149283 
0.200000 	 -0.115296 
0.210000 	 -0.070099 
0.220000 	 -0.011957 
0.230000 	 0.060977 
0.240000 	 0.150665 
0.250000 	 0.259180 
