0.140000 0.145562 0.149963
0.130000 0.147102 0.143431
0.120000 0.148412 0.137500
0.110000 0.149513 0.132237
0.100000 0.150419 0.127691
0.095000 0.150805 0.125705
0.090000 0.151149 0.123910
0.085000 0.151452 0.122320
0.080000 0.151718 0.120920
0.075000 0.151948 0.119726
0.070000 0.152146 0.118721
0.065000 0.152313 0.117905
0.060000 0.152453 0.117271
0.055000 0.152569 0.116802
0.050000 0.152663 0.116480
0.045000 0.152739 0.116291
0.040000 0.152801 0.116217
0.035000 0.152850 0.116217
0.030000 0.152890 0.116283
0.025000 0.152922 0.116365
0.020000 0.152945 0.116447
0.015000 0.152959 0.116497
0.010000 0.152963 0.116522
0.005000 0.152964 0.116522
0.001000 0.152964 0.116522
