0.000980 0.144023 0.193045
0.002940 0.144030 0.192402
0.004900 0.144043 0.191232
0.006860 0.144063 0.189733
0.008820 0.144088 0.188037
0.010780 0.144118 0.186225
0.012740 0.144153 0.184363
0.014700 0.144192 0.182485
0.016660 0.144235 0.180624
0.018620 0.144281 0.178779
0.020580 0.144330 0.176983
0.030380 0.144607 0.168631
0.040180 0.144920 0.161379
0.049980 0.145254 0.155036
0.059780 0.145597 0.149435
0.069580 0.145947 0.144444
0.079380 0.146296 0.139947
0.089180 0.146642 0.135853
0.098980 0.146995 0.132138
0.108780 0.147352 0.128770
0.118580 0.147709 0.125673
0.128380 0.148054 0.122790
0.138180 0.148386 0.120072
0.147980 0.148705 0.117510
0.157780 0.149012 0.115088
0.167580 0.149308 0.112790
0.177380 0.149595 0.110616
0.187180 0.149886 0.108606
0.196980 0.150192 0.106794
0.206780 0.150510 0.105163
0.216580 0.150837 0.103705
0.226380 0.151172 0.102396
0.236180 0.151512 0.101234
0.245980 0.151858 0.100196
0.255780 0.152204 0.099266
0.265580 0.152550 0.098442
0.275380 0.152896 0.097717
0.285180 0.153241 0.097075
0.294980 0.153585 0.096523
0.304780 0.153929 0.096045
0.314580 0.154270 0.095650
0.324380 0.154611 0.095329
0.334180 0.154950 0.095073
0.343980 0.155287 0.094884
0.353780 0.155623 0.094752
0.363580 0.155957 0.094686
0.373380 0.156290 0.094678
0.383180 0.156621 0.094719
