0.140000 0.144026 0.192797
0.130000 0.145648 0.183721
0.120000 0.147044 0.175517
0.110000 0.148232 0.168153
0.100000 0.149225 0.161634
0.095000 0.149653 0.158693
0.090000 0.150038 0.155959
0.085000 0.150381 0.153447
0.080000 0.150685 0.151149
0.075000 0.150951 0.149073
0.070000 0.151181 0.147220
0.065000 0.151378 0.145589
0.060000 0.151542 0.144172
0.055000 0.151677 0.142978
0.050000 0.151785 0.142006
0.045000 0.151868 0.141232
0.040000 0.151928 0.140663
0.035000 0.151970 0.140276
0.030000 0.151997 0.140046
0.023000 0.152014 0.139922
0.018000 0.152019 0.139897
0.013000 0.152020 0.139897
0.008000 0.152020 0.139897
0.005000 0.152020 0.139897
0.001000 0.152020 0.139897
