0.001960 0.147044 0.175517
0.003920 0.147054 0.174809
0.005880 0.147069 0.173754
0.007840 0.147089 0.172469
0.009800 0.147115 0.171020
0.011760 0.147145 0.169488
0.013720 0.147178 0.167906
0.015680 0.147216 0.166308
0.017640 0.147256 0.164698
0.019600 0.147298 0.163108
0.021560 0.147343 0.161543
0.031360 0.147595 0.154147
0.041160 0.147875 0.147574
0.050960 0.148170 0.141734
0.060760 0.148474 0.136504
0.070560 0.148783 0.131784
0.080360 0.149092 0.127485
0.090160 0.149397 0.123531
0.099960 0.149708 0.119915
0.109760 0.150024 0.116587
0.119560 0.150344 0.113523
0.129360 0.150657 0.110657
0.139160 0.150959 0.107939
0.148960 0.151249 0.105344
0.158760 0.151529 0.102882
0.168560 0.151800 0.100518
0.178360 0.152063 0.098261
0.188160 0.152321 0.096111
0.197960 0.152592 0.094142
0.207760 0.152877 0.092355
0.217560 0.153173 0.090732
0.227360 0.153478 0.089275
0.237160 0.153790 0.087957
0.246960 0.154109 0.086771
0.256760 0.154432 0.085700
0.266560 0.154757 0.084744
0.276360 0.155082 0.083880
0.286160 0.155408 0.083114
0.295960 0.155734 0.082430
0.305760 0.156060 0.081831
0.315560 0.156385 0.081308
0.325360 0.156710 0.080867
0.335160 0.157035 0.080496
0.344960 0.157535 0.081131
0.354760 0.157682 0.079961
0.364560 0.158004 0.079792
0.374360 0.158325 0.079685
0.384160 0.158645 0.079636
