0.000980 0.141718
0.002940 0.141701
0.004900 0.141668
0.006860 0.141627
0.008820 0.141578
0.010780 0.141512
0.012740 0.141438
0.014700 0.141355
0.016660 0.141265
0.018620 0.141174
0.020580 0.141075
0.030380 0.140515
0.040180 0.139889
0.049980 0.139230
0.059780 0.138555
0.069580 0.137863
0.079380 0.137163
0.089180 0.136463
0.098980 0.135762
0.108780 0.135071
0.118580 0.134370
0.128380 0.133679
0.138180 0.132995
0.147980 0.132311
0.157780 0.131636
0.167580 0.130969
0.177380 0.130302
0.187180 0.129643
0.196980 0.128984
0.206780 0.128341
0.216580 0.127699
0.226380 0.127065
0.236180 0.126430
0.245980 0.125813
0.255780 0.125195
0.265580 0.124585
0.275380 0.123984
0.285180 0.123383
0.294980 0.122798
0.304780 0.122213
0.314580 0.121637
0.324380 0.121068
0.334180 0.120500
0.343980 0.119948
0.353780 0.119396
0.363580 0.118853
0.373380 0.118317
0.383180 0.117782
