0.000980 0.149223 0.161782
0.002940 0.149228 0.161395
0.004900 0.149239 0.160670
0.006860 0.149255 0.159698
0.008820 0.149275 0.158553
0.010780 0.149300 0.157293
0.012740 0.149328 0.155967
0.014700 0.149359 0.154592
0.016660 0.149392 0.153200
0.018620 0.149428 0.151799
0.020580 0.149467 0.150416
0.030380 0.149682 0.143727
0.040180 0.149924 0.137657
0.049980 0.150181 0.132180
0.059780 0.150446 0.127213
0.069580 0.150717 0.122691
0.079380 0.150992 0.118540
0.089180 0.151265 0.114693
0.098980 0.151540 0.111118
0.108780 0.151824 0.107815
0.118580 0.152113 0.104751
0.128380 0.152403 0.101877
0.138180 0.152683 0.099134
0.147980 0.152954 0.096498
0.157780 0.153217 0.093969
0.167580 0.153472 0.091531
0.177380 0.153720 0.089176
0.187180 0.153962 0.086894
0.196980 0.154208 0.084744
0.206780 0.154470 0.082776
0.216580 0.154744 0.080970
0.226380 0.155030 0.079323
0.236180 0.155325 0.077815
0.245980 0.155628 0.076448
0.255780 0.155936 0.075208
0.265580 0.156250 0.074080
0.275380 0.156564 0.073050
0.285180 0.156881 0.072115
0.294980 0.157198 0.071267
0.304780 0.157516 0.070509
0.314580 0.157835 0.069834
0.324380 0.158154 0.069237
0.334180 0.158473 0.068718
0.343980 0.158792 0.068273
0.353780 0.159111 0.067902
0.363580 0.159430 0.067598
0.373380 0.159748 0.067363
0.383180 0.160067 0.067190
